FREQUENCY,NUMBER,WORDS,CATEGORY
30,3,Enhance,Lexicon
30,3,Fire of God,Lexicon
30,3,Fusion,Lexicon
30,3,Gems,Lexicon
30,3,Green,Color
30,3,Happy,Lexicon
30,3,Hatch,Lexicon
30,3,Hekate,Mythology
30,3,Helios,Mythology
30,3,I Am a Homebody,Lexicon
30,3,I Am Here,Lexicon
30,3,I'm Here,Lexicon
30,3,Ideation,Lexicon
30,3,Ignore,Lexicon
30,3,Isis,Mythology
30,3,Jokes,Lexicon
30,3,Language,Lexicon
30,3,Legit,Lexicon
30,3,Let Go,Lexicon
30,3,Lucidity,Lexicon
30,3,Lush,Lexicon
30,3,Made Ready,Lexicon
30,3,Magnify,Lexicon
30,3,Motif,Lexicon
30,3,Moved,Lexicon
30,3,My Hero,Lexicon
30,3,Nickel,Lexicon
30,3,Oasis,Lexicon
30,3,Orange,Color
30,3,Origin,Lexicon
30,3,Our Care,Lexicon
30,3,Our Home,Lexicon
30,3,Pacing,Lexicon
30,3,Poetic,Lexicon
30,3,Poised,Lexicon
30,3,Proof,Lexicon
30,3,Purify,Lexicon
30,3,Radiance,Lexicon
30,3,Redeemed,Lexicon
30,3,Ring,Lexicon
30,3,Root,Lexicon
30,3,Say Yes,Lexicon
30,3,Science,Lexicon
30,3,See Beyond,Lexicon
30,3,Speed,Lexicon
30,3,Speedy,Lexicon
30,3,Sun Body,Lexicon
30,3,To Embody,Lexicon
30,3,Topic,Lexicon
30,3,Tree,Lexicon
30,3,Tri,Lexicon
30,3,Trio,Lexicon
30,3,Troy,Mythology
30,3,True,Lexicon
30,3,Tuned,Lexicon
30,3,Unchain,Lexicon
30,3,Use Us,Lexicon
30,3,Utra,Angel
30,3,Wield,Lexicon
30,3,Your Care,Lexicon
30,3,Your Home,Lexicon
30,3,Zoom,Lexicon
31,4,Abraham,Name
31,4,Absorb,Lexicon
31,4,Adapt,Lexicon
31,4,Adept,Lexicon
31,4,Adorned,Lexicon
31,4,All Life,Lexicon
31,4,Ascend,Lexicon
31,4,At Ease,Lexicon
31,4,Aura of Life,Lexicon
31,4,Basis,Lexicon
31,4,Be at Peace,Lexicon
31,4,Beck + Call,Lexicon
31,4,Bring,Lexicon
31,4,Brut,Lexicon
31,4,Co-Own,Lexicon
31,4,Codons,Lexicon
31,4,Cradled,Lexicon
31,4,Curious,Lexicon
31,4,Decision,Oracle
31,4,Deleted,Lexicon
31,4,Divine,Lexicon
31,4,East,Lexicon
31,4,Employ,Lexicon
31,4,Every,Lexicon
31,4,Feel Free,Lexicon
31,4,Feel Held,Lexicon
31,4,Fields,Lexicon
31,4,Figure 8,Lexicon
31,4,Flow,Lexicon
31,4,Fluid + Easy,Lexicon
31,4,Formed,Lexicon
31,4,Freedom,Lexicon
31,4,Ganesa,Celestial
31,4,Genius,Lexicon
31,4,Goblet,Lexicon
31,4,God Is Good,Lexicon
31,4,Gold Ray,Lexicon
31,4,Golden Yod,Celestial
31,4,Gradual,Lexicon
31,4,Healing,Lexicon
31,4,Heroine,Lexicon
31,4,Higher,Lexicon
31,4,Homes,Lexicon
31,4,Honor,Lexicon
31,4,Hopeful,Lexicon
31,4,I Am Calm,Lexicon
31,4,I Am Noble,Lexicon
31,4,I Honor You,Lexicon
31,4,Impel,Lexicon
31,4,Joking,Lexicon
31,4,Kindle,Lexicon
31,4,Ledger,Lexicon
31,4,Linked,Lexicon
31,4,Major,Lexicon
31,4,Make a Life,Lexicon
31,4,Make Life,Lexicon
31,4,Meadow,Lexicon
31,4,My Courage,Lexicon
31,4,My Guidance,Lexicon
31,4,My Name,Lexicon
31,4,No-Choice Choice,Lexicon
31,4,Often,Lexicon
31,4,Orbit,Lexicon
31,4,Orcus,Celestial
31,4,Order,Lexicon
31,4,Our Gold,Lexicon
31,4,Our Mojo,Lexicon
31,4,Pixie,Mythology
31,4,Plum,Color
31,4,Proceed,Lexicon
31,4,Produce,Lexicon
31,4,Quill,Lexicon
31,4,Radar,Lexicon
31,4,Scry,Lexicon
31,4,Secure,Lexicon
31,4,Seeing,Lexicon
31,4,Sign,Lexicon
31,4,Sing,Lexicon
31,4,Song,Lexicon
31,4,Source,Lexicon
31,4,Stay,Lexicon
31,4,Unifying,Lexicon
31,4,Very,Lexicon
31,4,You Are Gold,Lexicon
31,4,You Are Needed,Lexicon
31,4,You Are Ready,Lexicon
31,4,Zion,Lexicon
31,4,Zn (Zinc),Lexicon
31,4,Zone,Lexicon
32,5,12 Rays,Lexicon
32,5,A New Day,Lexicon
32,5,Accept,Lexicon
32,5,Acquired,Lexicon
32,5,Affirm,Lexicon
32,5,Agent,Lexicon
32,5,Allure,Lexicon
32,5,Aroused,Lexicon
32,5,Aware,Lexicon
32,5,Barachiel,Angel
32,5,Be at Ease,Lexicon
32,5,Benefit,Lexicon
32,5,Best,Lexicon
32,5,Beyond Ready,Lexicon
32,5,Big Hugs,Lexicon
32,5,Big Love,Lexicon
32,5,Brave,Lexicon
32,5,Buddha Belly,Lexicon
32,5,Buddha Bodies,Lexicon
32,5,Calliope,Mythology
32,5,Capacity,Lexicon
32,5,Card Deck,Lexicon
32,5,Caring,Lexicon
32,5,Chalice + Blade,Lexicon
32,5,Charm,Lexicon
32,5,Choice + Union,Lexicon
32,5,Clarified,Lexicon
32,5,Columbia Blue,Lexicon
32,5,Create,Lexicon
32,5,Credence,Lexicon
32,5,Curate,Lexicon
32,5,Dancing,Lexicon
32,5,Dawn,Calendar
32,5,Deep Beauty,Lexicon
32,5,Depended,Lexicon
32,5,Desire,Lexicon
32,5,Eating,Lexicon
32,5,Education,Lexicon
32,5,Emerged,Lexicon
32,5,Enacted,Lexicon
32,5,Encourage,Lexicon
32,5,Erotic,Lexicon
32,5,Fidelity,Lexicon
32,5,Final Good,Lexicon
32,5,Fluidity,Lexicon
32,5,Friend,Lexicon
32,5,Giant,Lexicon
32,5,Glow,Lexicon
32,5,Glyph,Lexicon
32,5,Golden Body,Lexicon
32,5,Hand of God,Lexicon
32,5,Herald,Lexicon
32,5,Home Base,Lexicon
32,5,I Am Rich,Lexicon
32,5,I See Beauty,Lexicon
32,5,Ideal of Home,Lexicon
32,5,Ignite,Lexicon
32,5,January,Calendar
32,5,Jingle,Lexicon
32,5,Journey,Lexicon
32,5,Karma,Lexicon
32,5,Lamb of God,Lexicon
32,5,Lifelock,Lexicon
32,5,Lion of God,Lexicon
32,5,Magic Eyes,Lexicon
32,5,Maker,Lexicon
32,5,March,Calendar
32,5,Merged,Lexicon
32,5,Moonbeam,Lexicon
32,5,My Body of Belief,Lexicon
32,5,My Wife,Lexicon
32,5,Myth,Lexicon
32,5,New Idea,Lexicon
32,5,Organic,Lexicon
32,5,Pages,Lexicon
32,5,Raw,Lexicon
32,5,Refined,Lexicon
32,5,Regency,Lexicon
32,5,School,Lexicon
32,5,Scribe,Lexicon
32,5,See Beauty,Lexicon
32,5,Shine,Lexicon
32,5,Sudden,Lexicon
32,5,Tat,Lexicon
32,5,Tet,Geometry
32,5,The Aim,Lexicon
32,5,Theme,Lexicon
32,5,To Be Holy,Lexicon
32,5,Undefined,Lexicon
32,5,Wand,Lexicon
32,5,We Are,Lexicon
32,5,Wind,Lexicon
32,5,Windy,Lexicon
32,5,You Are Free,Lexicon
32,5,You Are Held,Lexicon
32,5,Zip,Lexicon
33,6,A Rose Bud,Lexicon
33,6,Addition,Lexicon
33,6,Advance,Lexicon
33,6,Affiliate,Lexicon
33,6,Allies,Lexicon
33,6,Amazed,Lexicon
33,33,An Arch,Lexicon
33,6,An Equal,Lexicon
33,6,An Offer,Lexicon
33,6,Anchor,Lexicon
33,6,Archaeon,Angel
33,6,Athena,Mythology
33,6,Auditory,Lexicon
33,6,Be All You Can Be,Lexicon
33,6,Beautiful Day,Lexicon
33,6,Beautiful Idea,Lexicon
33,6,Begin Again,Lexicon
33,6,Bevies,Lexicon
33,6,Bloodhound,Lexicon
33,6,Blue Flame,Lexicon
33,6,By Your Side,Lexicon
33,6,Cast,Lexicon
33,6,Cherubim,Angel
33,6,Chiron,Mythology
33,6,Co-Sign,Lexicon
33,6,Common,Lexicon
33,6,Commune,Lexicon
33,6,Compel,Lexicon
33,6,Confidence,Lexicon
33,6,Curvy,Lexicon
33,6,Daily Guidance,Lexicon
33,6,Daring,Lexicon
33,6,Editor,Lexicon
33,6,Elucidated,Lexicon
33,6,Embark,Lexicon
33,6,Enhanced,Lexicon
33,6,Enrich,Lexicon
33,6,Ethical,Lexicon
33,6,Evidence,Lexicon
33,6,Exhale,Lexicon
33,6,February,Calendar
33,6,Free + Easy,Lexicon
33,6,Galaxy,Lexicon
33,6,Garden,Lexicon
33,6,Given,Lexicon
33,6,Golden Age,Lexicon
33,6,Grand,Lexicon
33,6,Ground,Lexicon
33,6,Guardian,Angel
33,6,Happy Day,Lexicon
33,6,Hatched,Lexicon
33,6,Holy Fire,Lexicon
33,6,I Enjoy Good Food,Lexicon
33,6,I Like It,Lexicon
33,6,In Awe of You,Lexicon
33,6,Inanna,Mythology
33,6,Indigo Ray,Lexicon
33,6,Issued,Lexicon
33,6,Join Us,Lexicon
33,6,Kiron,Mythology
33,6,Lady Grace,Lexicon
33,6,Lemuria,Place
33,6,Life Force,Lexicon
33,6,Looking,Lexicon
33,6,Lovejoy,Lexicon
33,6,Man of God,Lexicon
33,6,Merkaba,Geometry
33,6,Musk,Lexicon
33,6,My Family,Lexicon
33,6,My Role,Lexicon
33,6,New Body,Lexicon
33,6,Nodding,Lexicon
33,6,Obvious,Lexicon
33,6,October,Calendar
33,6,Odyssey,Lexicon
33,6,One-on-One,Lexicon
33,6,Only Life,Lexicon
33,6,Our Bodies,Lexicon
33,6,Our Duty,Lexicon
33,6,Pegasai,Mythology
33,6,Proud of You,Lexicon
33,6,Purified,Lexicon
33,6,Radiate,Lexicon
33,6,Ramiel,Angel
33,6,Reading,Lexicon
33,6,Realm,Lexicon
33,6,Receive,Lexicon
33,6,Record,Lexicon
33,6,Reliable,Lexicon
33,6,Rooted,Lexicon
33,6,Scout,Lexicon
33,6,Sell,Lexicon
33,6,Shield,Lexicon
33,6,Silly,Lexicon
33,6,Sky Blue,Color
33,6,Smoke,Lexicon
33,6,Smoky,Lexicon
33,6,So Much,Lexicon
33,6,Society,Lexicon
33,6,Sophia,Lexicon
33,6,Stoic,Lexicon
33,6,Sway,Lexicon
33,6,Take Heed,Lexicon
33,6,Talk,Lexicon
33,6,The One,Lexicon
33,6,To Dare,Lexicon
33,6,Triad,Lexicon
33,6,Unchained,Lexicon
33,6,We See You,Lexicon
33,6,Whole,Lexicon
33,6,Wise,Lexicon
33,6,You Are Safe,Lexicon
33,6,You Radiate,Lexicon
33,6,Your Voice,Lexicon
33,6,Zinc,Lexicon
34,7,A Good Time,Lexicon
34,7,Absorbed,Lexicon
34,7,Access,Lexicon
34,7,Accurate,Lexicon
34,7,Algiz (Z),Lexicon
34,7,Angelhood,Lexicon
34,7,Any Place,Lexicon
34,7,Aquaman,Mythology
34,7,Ascended,Lexicon
34,7,Azure,Color
34,7,Be Amazed,Lexicon
34,7,Big Self,Lexicon
34,7,Body Language,Lexicon
34,7,Braiding,Lexicon
34,7,Brunch,Lexicon
34,7,Buddhic Bodies,Lexicon
34,7,Cards,Lexicon
34,7,Carefree,Lexicon
34,7,Chalices,Lexicon
34,7,Cheer Aloud,Lexicon
34,7,Choice + Union (2),Oracle
34,7,Cipher,Lexicon
34,7,Cocreate,Lexicon
34,7,Cushion,Lexicon
34,7,Decision Day,Lexicon
34,7,Defiant,Lexicon
34,7,Definite,Lexicon
34,7,Deities,Lexicon
34,7,Design,Lexicon
34,7,Dripped,Lexicon
34,7,Drips,Lexicon
34,7,Drive,Lexicon
34,7,Employed,Lexicon
34,7,Enjoy It,Lexicon
34,7,Enjoying,Lexicon
34,7,Everyday,Lexicon
34,7,Feel Calm,Lexicon
34,7,Find Home,Lexicon
34,7,Finding,Lexicon
34,7,Fire and Ice,Lexicon
34,7,Flash,Lexicon
34,7,Fruit,Lexicon
34,7,Future,Lexicon
34,7,Galactic,Lexicon
34,7,Genetic,Lexicon
34,7,Go Deeper,Lexicon
34,7,Graceful,Lexicon
34,7,Haven,Lexicon
34,7,Heaven,Lexicon
34,7,Helix,Lexicon
34,7,Higher Idea,Lexicon
34,7,Holding,Lexicon
34,7,Honored,Lexicon
34,7,Jewel,Lexicon
34,7,Keeper,Lexicon
34,7,Kindled,Lexicon
34,7,Laguz (L),Lexicon
34,7,Learn,Lexicon
34,7,Like Honey,Lexicon
34,7,Logically,Lexicon
34,7,Loyalty,Lexicon
34,7,Lunar,Lexicon
34,7,Made of Gold,Lexicon
34,7,Match,Lexicon
34,7,Memory,Lexicon
34,7,My Blue Aura,Lexicon
34,7,My Mind,Lexicon
34,7,Octagon,Geometry
34,7,Opulence,Lexicon
34,7,Ordered,Lexicon
34,7,Our Hero,Lexicon
34,7,Outside,Lexicon
34,7,Path,Lexicon
34,7,Playful,Lexicon
34,7,Produced,Lexicon
34,7,Pure Good,Lexicon
34,7,Quicken,Lexicon
34,7,Recall,Lexicon
34,7,Sacred,Lexicon
34,7,Seeding,Lexicon
34,7,Sex,Lexicon
34,7,Sexy,Lexicon
34,7,Sgr A*,Lexicon
34,7,Smile,Lexicon
34,7,Sneak,Lexicon
34,7,Sneaky,Lexicon
34,7,Steady,Lexicon
34,7,Study,Lexicon
34,7,Sugar,Lexicon
34,7,Sun God,Lexicon
34,7,Surge,Lexicon
34,7,Take Aim,Lexicon
34,7,Tall,Lexicon
34,7,The God Body,Lexicon
34,7,The Ideal,Lexicon
34,7,To Act,Lexicon
34,7,To Enjoy,Lexicon
34,7,Tuesday,Calendar
34,7,Unified Field,Lexicon
34,7,Upgrade,Lexicon
34,7,Varda,Mythology
34,7,Voices,Lexicon
34,7,Wait,Lexicon
34,7,We Care,Lexicon
35,8,A Funnel,Lexicon
35,8,A Rich Life,Lexicon
35,8,Accepted,Lexicon
35,8,Act of Life,Lexicon
35,8,Active,Lexicon
35,8,Affinity,Lexicon
35,8,Affirmed,Lexicon
35,8,Amplify,Lexicon
35,8,Amulet,Lexicon
35,8,Angel Blue,Lexicon
35,8,Angelic Guide,Lexicon
35,8,Announce,Lexicon
35,8,April,Calendar
35,8,Barefoot,Lexicon
35,8,Beget Life,Lexicon
35,8,Bevvy,Lexicon
35,8,Big Feeling,Lexicon
35,8,Black Hole,Lexicon
35,8,Blue Angel,Lexicon
35,8,Bowing,Lexicon
35,8,Calmer,Lexicon
35,8,Cheerful,Lexicon
35,8,Coherence,Lexicon
35,8,Curated,Lexicon
35,8,Decadent,Lexicon
35,8,Decorate,Lexicon
35,8,Dedication,Lexicon
35,8,Defender,Lexicon
35,8,Desired,Lexicon
35,8,Devas,Mythology
35,8,Dignity,Lexicon
35,8,Direct,Lexicon
35,8,Doctor,Lexicon
35,8,Dodger Blue,Color
35,8,Dominion,Lexicon
35,8,Doorway,Lexicon
35,8,Druids,Lexicon
35,8,Each Human,Lexicon
35,8,Editing,Lexicon
35,8,Elhaz (Z),Lexicon
35,8,Eloquence,Lexicon
35,8,Encouraged,Lexicon
35,8,Fast,Lexicon
35,8,Ferocious,Lexicon
35,8,Find Beauty,Lexicon
35,8,Flame of God,Lexicon
35,8,Fulfill,Lexicon
35,8,Great,Lexicon
35,8,Guitar,Lexicon
35,8,High Ideas,Lexicon
35,8,Homebodies,Lexicon
35,8,Horus,Mythology
35,8,Horus (Asteroid),Celestial
35,8,I Am Clear,Lexicon
35,8,I Am Made of Good,Lexicon
35,8,Ignited,Lexicon
35,8,Level,Lexicon
35,8,Like a Bird,Lexicon
35,8,Like a Braid,Lexicon
35,8,Lively,Lexicon
35,8,Lovely,Lexicon
35,8,Magically,Lexicon
35,8,Make Beauty,Lexicon
35,8,Make Magic,Lexicon
35,8,Metal,Lexicon
35,8,Method,Lexicon
35,8,Miracle,Lexicon
35,8,Museum,Lexicon
35,8,Mutual,Lexicon
35,8,My Choices,Lexicon
35,8,My Muse,Lexicon
35,8,My Oracle,Lexicon
35,8,Navajo,Lexicon
35,8,Nudging,Lexicon
35,8,Our Courage,Lexicon
35,8,Our Guidance,Lexicon
35,8,Oxygen,Lexicon
35,8,Pearl,Lexicon
35,8,Pixie Body,Lexicon
35,8,Pleiadian,Celestial
35,8,Psyche,Lexicon
35,8,Purely,Lexicon
35,8,Rarified,Lexicon
35,8,Reclaim,Lexicon
35,8,Remain,Lexicon
35,8,Safety,Lexicon
35,8,Satisfy,Lexicon
35,8,Seed of Life,Geometry
35,8,Share,Lexicon
35,8,Signify,Lexicon
35,8,Soak Up,Lexicon
35,8,Soft,Lexicon
35,8,Speak,Lexicon
35,8,Specific,Lexicon
35,8,Speech,Lexicon
35,8,Symbol,Lexicon
35,8,Teal Blue,Color
35,8,TFS,Lexicon
35,8,The Buddha,Lexicon
35,8,The Life,Lexicon
35,8,Token,Lexicon
35,8,Unusual,Lexicon
35,8,Uranium,Lexicon
35,8,Verify,Lexicon
35,8,View,Lexicon
35,8,Walk,Lexicon
35,8,Wave,Lexicon
35,8,Weave,Lexicon
35,8,Weird,Lexicon
35,8,When,Lexicon
35,8,Word,Lexicon
35,8,You Are My One,Lexicon
35,8,You Are Noble,Lexicon
35,8,Your Courage,Lexicon
35,8,Your Guidance,Lexicon
35,8,Your Name,Lexicon
35,8,Yummies,Lexicon
36,9,A Parable,Lexicon
36,9,Admiral,Lexicon
36,9,Advanced,Lexicon
36,9,Affiliated,Lexicon
36,9,Allow,Lexicon
36,9,An Angel,Lexicon
36,9,An Oracle,Lexicon
36,9,Anchored,Lexicon
36,9,Angel in You,Lexicon
36,9,Apex,Lexicon
36,9,August,Calendar
36,9,Author,Lexicon
36,9,Baseline,Lexicon
36,9,Bashar,Name
36,9,Be Encouraged,Lexicon
36,9,Become Open,Lexicon
36,9,Begin Today,Lexicon
36,9,Blooming,Lexicon
36,9,"Brunch, Baby",Lexicon
36,9,Calling,Lexicon
36,9,Cerulean,Lexicon
36,9,Choose Life,Lexicon
36,9,Command,Lexicon
36,9,Commend,Lexicon
36,9,Corvid,Lexicon
36,9,Courageous,Lexicon
36,9,Dance Out of You,Lexicon
36,9,Deification,Lexicon
36,9,Devote,Lexicon
36,9,Diplomacy,Lexicon
36,9,Drench,Lexicon
36,9,Drink,Lexicon
36,9,Earth,Celestial
36,9,Elation,Lexicon
36,9,Embarked,Lexicon
36,9,Emerald,Lexicon
36,9,Empire,Lexicon
36,9,Enriched,Lexicon
36,9,Ether,Lexicon
36,9,Factor,Lexicon
36,9,Favs,Lexicon
36,9,Feels Good,Lexicon
36,9,Feminine,Lexicon
36,9,Ferocity,Lexicon
36,9,Fireside,Lexicon
36,9,Force Field,Lexicon
36,9,Giver,Lexicon
36,9,Golden God,Lexicon
36,9,Good Magician,Lexicon
36,9,Good Outcome,Lexicon
36,9,Gracious,Lexicon
36,9,Grounded,Lexicon
36,9,Grove,Lexicon
36,9,Hearing,Lexicon
36,9,Heart,Lexicon
36,9,Hunger,Lexicon
36,9,Hungry,Lexicon
36,9,Husband,Lexicon
36,9,I Am Awake,Lexicon
36,9,I Am Faith,Lexicon
36,9,I Am Love,Lexicon
36,9,I Will,Lexicon
36,9,Impeccable,Lexicon
36,9,Ineffable Joy,Lexicon
36,9,Initial,Lexicon
36,9,Inner,Lexicon
36,9,Inner Eye,Lexicon
36,9,Invoke,Lexicon
36,9,Kinder,Lexicon
36,9,Laughing,Lexicon
36,9,Life Is God,Lexicon
36,9,Life Is Good,Lexicon
36,9,Life's Good,Lexicon
36,9,Light,Lexicon
36,9,Mason,Lexicon
36,9,Moon Gem,Lexicon
36,9,Muscle,Lexicon
36,9,Musical,Lexicon
36,9,My Love,Lexicon
36,9,My Sun,Lexicon
36,9,Names,Lexicon
36,9,Number,Lexicon
36,9,Other,Lexicon
36,9,Our Body of Belief,Lexicon
36,9,Our Union,Lexicon
36,9,Peacefully,Lexicon
36,9,Please,Lexicon
36,9,Pride + Joy,Lexicon
36,9,Prime,Lexicon
36,9,Pulse,Lexicon
36,9,Recorded,Lexicon
36,9,Reliance,Lexicon
36,9,Reunion,Lexicon
36,9,Richer,Lexicon
36,9,Sleep,Lexicon
36,9,Snack,Lexicon
36,9,Solidly,Lexicon
36,9,Stag,Lexicon
36,9,Stage,Lexicon
36,9,The Beacon,Lexicon
36,9,The Pace,Lexicon
36,9,Thor,Mythology
36,9,Uthra,Angel
36,9,Valuable,Lexicon
36,9,Vigor,Lexicon
36,9,Virgo,Celestial
36,9,Voyager,Lexicon
36,9,Well,Lexicon
36,9,Whip,Lexicon
36,9,Will,Lexicon
36,9,Wow,Lexicon
36,9,Yellow,Color
36,9,"You + Me, For Good",Lexicon
36,9,You Are Rich,Lexicon
37,10,Affection,Lexicon
37,10,Animate,Lexicon
37,10,Anvil,Lexicon
37,10,Any Time,Lexicon
37,10,Aptly,Lexicon
37,10,Autonomy,Lexicon
37,10,Autumn,Calendar
37,10,Awaken,Lexicon
37,10,Be Impeccable,Lexicon
37,10,Be Well,Lexicon
37,10,Believable,Lexicon
37,10,Birth,Lexicon
37,10,Bodies of Belief,Lexicon
37,10,Body-Wise,Lexicon
37,10,Breath,Lexicon
37,10,Breathe,Lexicon
37,10,Calming,Lexicon
37,10,Ceremony,Lexicon
37,10,Chatoyancy,Lexicon
37,10,Cheers,Lexicon
37,10,Child of Life,Lexicon
37,10,Childlike,Lexicon
37,10,Choirs,Lexicon
37,10,Claim It,Lexicon
37,10,Counsel,Lexicon
37,10,Daily Oracle,Lexicon
37,10,Decisive,Lexicon
37,10,Depth,Lexicon
37,10,Designed,Lexicon
37,10,Draft,Lexicon
37,10,Earlier,Lexicon
37,10,Efficient,Lexicon
37,10,Elf King,Lexicon
37,10,Elf Queen,Lexicon
37,10,Elven,Lexicon
37,10,Emanate,Lexicon
37,10,Emotion,Lexicon
37,10,Engaging,Lexicon
37,10,Equals,Lexicon
37,10,Exact,Lexicon
37,10,Excite,Lexicon
37,10,Ezekiel,Name
37,10,Facets,Lexicon
37,10,Familiar,Lexicon
37,10,Feel More,Lexicon
37,10,Feeling-Good,Lexicon
37,10,Financial,Lexicon
37,10,Flashed,Lexicon
37,10,Flicker,Lexicon
37,10,Focusing,Lexicon
37,10,Force of Life,Lexicon
37,10,Formal,Lexicon
37,10,Formula,Lexicon
37,10,Gallery,Lexicon
37,10,Ganesh,Mythology
37,10,Ganesha,Mythology
37,10,God-Space,Lexicon
37,10,Good Feeling,Lexicon
37,10,Grow,Lexicon
37,10,Health,Lexicon
37,10,Healthy,Lexicon
37,10,I Grow,Lexicon
37,10,Idealism,Lexicon
37,10,In Love,Lexicon
37,10,In Time,Lexicon
37,10,Influence,Lexicon
37,10,Innocence,Lexicon
37,10,Isogrid,Lexicon
37,10,Jesus,Name
37,10,Jinx,Lexicon
37,10,Joyful Being,Lexicon
37,10,Kind Eyes,Lexicon
37,10,Kinetic,Lexicon
37,10,Kingdom,Lexicon
37,10,Know,Lexicon
37,10,Leaping,Lexicon
37,10,Learned,Lexicon
37,10,Loud + Clear,Lexicon
37,10,Lovelace,Lexicon
37,10,Malakim,Angel
37,10,Matched,Lexicon
37,10,Meaning,Lexicon
37,10,Mermaid,Mythology
37,10,Might,Lexicon
37,10,Mighty,Lexicon
37,10,Mindful,Lexicon
37,10,More Life,Lexicon
37,10,Motion,Lexicon
37,10,My Music,Lexicon
37,10,Name It,Lexicon
37,10,Naming,Lexicon
37,10,Nobility,Lexicon
37,10,Novel,Lexicon
37,10,Nucleus,Lexicon
37,10,Nugget,Lexicon
37,10,On Time,Lexicon
37,10,Only Beauty,Lexicon
37,10,Opener,Lexicon
37,10,Our Family,Lexicon
37,10,Our Role,Lexicon
37,10,Our Sky,Lexicon
37,10,Pioneer,Lexicon
37,10,Plato,Name
37,10,Playing,Lexicon
37,10,Pluto,Celestial
37,10,Psychic,Lexicon
37,10,Quickened,Lexicon
37,10,Recalled,Lexicon
37,10,Replace,Lexicon
37,10,Replica,Lexicon
37,10,Riches,Lexicon
37,10,Ruler,Lexicon
37,10,Seeker,Lexicon
37,10,Selfhood,Lexicon
37,10,Seth,Name
37,10,Side-by-Side,Lexicon
37,10,Silence,Lexicon
37,10,Silicon,Lexicon
37,10,South,Lexicon
37,10,Sunny,Lexicon
37,10,Surged,Lexicon
37,10,Symbolic,Lexicon
37,10,Teddy Bear,Lexicon
37,10,The Image,Lexicon
37,10,To Engage,Lexicon
37,10,To Play,Lexicon
37,10,True Joy,Lexicon
37,10,Undivided,Lexicon
37,10,Unseen,Lexicon
37,10,Upgraded,Lexicon
37,10,Vivid,Lexicon
37,10,Vocally,Lexicon
37,10,You Are so Good,Lexicon
37,10,You Grow,Lexicon
37,10,Your Role,Lexicon
38,11,Advocate,Lexicon
38,11,Amplified,Lexicon
38,11,Anant,Lexicon
38,11,Announced,Lexicon
38,11,Anoint,Lexicon
38,11,Armor,Lexicon
38,11,Arousal,Lexicon
38,11,As a Rule,Lexicon
38,11,Azure Body,Lexicon
38,11,Be Exact,Lexicon
38,11,Behavior,Lexicon
38,11,Believe In,Lexicon
38,11,Calculate,Lexicon
38,11,Capsule,Lexicon
38,11,Cascading,Lexicon
38,11,Chart,Lexicon
38,11,Cobalt Blue,Color
38,11,Collect,Lexicon
38,11,Come Close,Lexicon
38,11,Commit,Lexicon
38,11,Deliciously,Lexicon
38,11,Difference,Lexicon
38,11,Do Share,Lexicon
38,11,Eclipse,Lexicon
38,11,Epitome,Lexicon
38,11,Equality,Lexicon
38,11,Etheric,Lexicon
38,11,Eukrate (Asteroid),Celestial
38,11,Fabric of Life,lexicon
38,11,Feast Day,Lexicon
38,11,Filling,Lexicon
38,11,Final Goal,Lexicon
38,11,Fire of Ages,Lexicon
38,11,Fortify,Lexicon
38,11,Fulfilled,Lexicon
38,11,Giving,Lexicon
38,11,Golden Egg,Lexicon
38,11,Good Art,Lexicon
38,11,Graduate,Lexicon
38,11,Great Idea,Lexicon
38,11,Griffin,Mythology
38,11,Heating,Lexicon
38,11,Honeymoon,Lexicon
38,11,I Am Elated,Lexicon
38,11,I Am Large,Lexicon
38,11,I Choose Ease,Lexicon
38,11,In-Tune,Lexicon
38,11,Inquire,Lexicon
38,11,Inquiry,Lexicon
38,11,Kalliope (Asteroid),Celestial
38,11,King = Air,Oracle
38,11,Kiss,Lexicon
38,11,Laser,Lexicon
38,11,Love Bubble,Lexicon
38,11,Magdalena,Name
38,11,Magdalene,Name
38,11,Magic Man,Lexicon
38,11,Maven,Lexicon
38,11,Musician,Lexicon
38,11,My Glory,Lexicon
38,11,Naphil,Angel
38,11,Night,Calendar
38,11,Offering,Lexicon
38,11,Our Blue Aura,Lexicon
38,11,Pale Gold,Color
38,11,Quality,Lexicon
38,11,Reaching,Lexicon
38,11,Redwood,Lexicon
38,11,Release,Lexicon
38,11,Remind,Lexicon
38,11,Ruby Flame,Lexicon
38,11,Satisfied,Lexicon
38,11,Sexy Body,Lexicon
38,11,Shared,Lexicon
38,11,Shiva,Mythology
38,11,Signified,Lexicon
38,11,Sky Gem,Lexicon
38,11,Solar,Lexicon
38,11,Special,Lexicon
38,11,Spin,Lexicon
38,11,Spun,Lexicon
38,11,Succeeding,Lexicon
38,11,Sun of God,Lexicon
38,11,Teacher,Lexicon
38,11,The Core,Lexicon
38,11,The Logic,Lexicon
38,11,Thing,Lexicon
38,11,True Good,Lexicon
38,11,Tuatha,Lexicon
38,11,Unchanged,Lexicon
38,11,Unicorn,Mythology
38,11,Verified,Lexicon
38,11,Where,Lexicon
38,11,You Are a King,Lexicon
38,11,You Are a Queen,Lexicon
38,11,Your Blue Aura,Lexicon
38,11,Your Mind,Lexicon
39,12,Able to Fly,Lexicon
39,12,Aeonic Pair,Lexicon
39,12,All Mine,Lexicon
